,office,1_x,1_y,1_angle,1_patient,2_x,2_y,2_angle,2_patient,3_x,3_y,3_angle,3_patient,4_x,4_y,4_angle,4_patient,5_x,5_y,5_angle,5_patient,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office27_960_164_aout_B,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,1,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,164.0,a,1328.2916666666667
office27_960_164_aout_C,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,1,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,164.0,a,2013.3583333333333
office27_960_164_aout_D,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,1,6.44,1.834,270.0,0,8.5,6.5,960.0,164.0,a,4562.125
office27_960_164_aout_E,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,1,8.5,6.5,960.0,164.0,a,2661.4683333333332
office27_960_164_bout_A,office27,2.44,3.584,270.0,1,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,164.0,b,2102.2033333333334
office27_960_164_bout_B,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,1,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,164.0,b,1465.7233333333334
office27_960_164_bout_C,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,1,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,164.0,b,4099.6016666666665
office27_960_164_bout_D,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,1,6.44,1.834,270.0,0,8.5,6.5,960.0,164.0,b,3633.3933333333334
office27_960_164_bout_E,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,1,8.5,6.5,960.0,164.0,b,4037.6633333333334
office27_960_246_aout_A,office27,2.44,3.584,270.0,1,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,246.0,a,1282.02
office27_960_246_aout_B,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,1,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,246.0,a,494.39666666666665
office27_960_246_aout_C,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,1,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,246.0,a,2737.495
office27_960_246_aout_D,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,1,6.44,1.834,270.0,0,8.5,6.5,960.0,246.0,a,3283.07
office27_960_246_aout_E,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,1,8.5,6.5,960.0,246.0,a,3718.2833333333333
office27_960_246_bout_A,office27,2.44,3.584,270.0,1,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,246.0,b,1945.7733333333333
office27_960_246_bout_B,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,1,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,246.0,b,1262.905
office27_960_246_bout_C,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,1,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,246.0,b,2412.775
office27_960_246_bout_D,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,1,6.44,1.834,270.0,0,8.5,6.5,960.0,246.0,b,2073.7466666666664
office27_960_246_bout_E,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,1,8.5,6.5,960.0,246.0,b,4732.825
office27_960_82_aout_A,office27,2.44,3.584,270.0,1,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,82.0,a,1533.07
office27_960_82_aout_B,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,1,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,82.0,a,338.62
office27_960_82_aout_C,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,1,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,82.0,a,2320.653333333333
office27_960_82_aout_D,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,1,6.44,1.834,270.0,0,8.5,6.5,960.0,82.0,a,4296.205
office27_960_82_aout_E,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,1,8.5,6.5,960.0,82.0,a,1825.1533333333334
office27_960_82_bout_A,office27,2.44,3.584,270.0,1,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,82.0,b,1731.2333333333333
office27_960_82_bout_B,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,1,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,82.0,b,941.2416666666667
office27_960_82_bout_C,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,1,4.44,1.834,270.0,0,6.44,1.834,270.0,0,8.5,6.5,960.0,82.0,b,3340.3933333333334
office27_960_82_bout_D,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,1,6.44,1.834,270.0,0,8.5,6.5,960.0,82.0,b,3115.21
office27_960_82_bout_E,office27,2.44,3.584,270.0,0,6.44,3.584,270.0,0,2.44,1.834,270.0,0,4.44,1.834,270.0,0,6.44,1.834,270.0,1,8.5,6.5,960.0,82.0,b,1161.0883333333334
office28_0_0_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,0.0,off,2047.4716666666666
office28_0_0_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,0.0,off,3389.741666666667
office28_0_0_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,0.0,off,2740.24
office28_0_0_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,0.0,0.0,off,1930.38
office28_0_0_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,0.0,0.0,off,2901.391666666667
office28_0_164_aout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,164.0,a,2146.4333333333334
office28_0_164_aout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,164.0,a,2544.78
office28_0_164_aout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,164.0,a,3041.7383333333332
office28_0_164_aout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,0.0,164.0,a,3259.08
office28_0_164_aout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,0.0,164.0,a,2085.73
office28_0_164_bout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,164.0,b,2431.82
office28_0_164_bout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,164.0,b,2035.115
office28_0_164_bout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,164.0,b,3853.8966666666665
office28_0_164_bout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,0.0,164.0,b,3403.713333333333
office28_0_164_bout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,0.0,164.0,b,1916.7433333333333
office28_0_246_aout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,246.0,a,2237.545
office28_0_246_aout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,246.0,a,3703.3033333333333
office28_0_246_aout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,246.0,a,1931.505
office28_0_246_aout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,0.0,246.0,a,2572.7816666666668
office28_0_246_aout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,0.0,246.0,a,3108.1633333333334
office28_0_246_bout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,246.0,b,1295.35
office28_0_246_bout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,246.0,b,2087.0133333333333
office28_0_246_bout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,246.0,b,4816.263333333333
office28_0_246_bout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,0.0,246.0,b,4043.18
office28_0_246_bout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,0.0,246.0,b,1864.5066666666667
office28_0_82_aout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,82.0,a,2364.5516666666667
office28_0_82_aout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,82.0,a,2714.085
office28_0_82_aout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,82.0,a,2096.01
office28_0_82_aout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,0.0,82.0,a,1557.4466666666667
office28_0_82_aout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,0.0,82.0,a,2114.1466666666665
office28_0_82_bout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,82.0,b,1851.4333333333334
office28_0_82_bout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,82.0,b,3810.905
office28_0_82_bout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,0.0,82.0,b,2378.96
office28_0_82_bout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,0.0,82.0,b,2266.135
office28_0_82_bout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,0.0,82.0,b,2790.0833333333335
office28_360_0_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,0.0,off,2481.95
office28_360_0_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,0.0,off,1554.2233333333334
office28_360_0_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,0.0,off,1165.5216666666668
office28_360_0_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,360.0,0.0,off,1695.6683333333333
office28_360_0_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,360.0,0.0,off,1484.15
office28_360_164_aout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,164.0,a,3019.8866666666668
office28_360_164_aout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,164.0,a,1643.4583333333333
office28_360_164_aout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,164.0,a,525.6983333333334
office28_360_164_aout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,360.0,164.0,a,1223.3016666666667
office28_360_164_aout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,360.0,164.0,a,2060.665
office28_360_164_bout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,164.0,b,3380.8633333333332
office28_360_164_bout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,164.0,b,2842.835
office28_360_164_bout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,164.0,b,1437.725
office28_360_164_bout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,360.0,164.0,b,1753.8116666666667
office28_360_164_bout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,360.0,164.0,b,2098.545
office28_360_246_aout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,246.0,a,2661.4083333333333
office28_360_246_aout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,246.0,a,2499.355
office28_360_246_aout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,246.0,a,765.8083333333333
office28_360_246_aout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,360.0,246.0,a,1012.3816666666667
office28_360_246_aout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,360.0,246.0,a,1951.5516666666667
office28_360_246_bout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,246.0,b,2472.1383333333333
office28_360_246_bout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,246.0,b,2425.59
office28_360_246_bout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,246.0,b,976.7566666666667
office28_360_246_bout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,360.0,246.0,b,1409.5883333333334
office28_360_246_bout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,360.0,246.0,b,1701.43
office28_360_82_aout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,82.0,a,3178.21
office28_360_82_aout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,82.0,a,1698.0216666666668
office28_360_82_aout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,82.0,a,900.3316666666667
office28_360_82_aout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,360.0,82.0,a,1208.6266666666668
office28_360_82_aout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,360.0,82.0,a,1700.6766666666667
office28_360_82_bout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,82.0,b,2953.4016666666666
office28_360_82_bout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,82.0,b,1978.4316666666666
office28_360_82_bout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,360.0,82.0,b,2086.0616666666665
office28_360_82_bout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,360.0,82.0,b,1518.4983333333332
office28_360_82_bout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,360.0,82.0,b,2233.596666666667
office28_660_0_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,0.0,off,1846.035
office28_660_0_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,0.0,off,1827.52
office28_660_0_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,0.0,off,506.485
office28_660_0_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,660.0,0.0,off,810.1383333333333
office28_660_0_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,660.0,0.0,off,1511.635
office28_660_164_aout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,164.0,a,2055.6066666666666
office28_660_164_aout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,164.0,a,2385.1
office28_660_164_aout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,164.0,a,838.7516666666667
office28_660_164_aout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,660.0,164.0,a,1383.0516666666667
office28_660_164_aout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,660.0,164.0,a,2325.338333333333
office28_660_164_bout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,164.0,b,3387.931666666667
office28_660_164_bout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,164.0,b,1657.1833333333334
office28_660_164_bout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,164.0,b,1322.785
office28_660_164_bout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,660.0,164.0,b,1584.365
office28_660_164_bout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,660.0,164.0,b,1700.7433333333333
office28_660_246_aout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,246.0,a,2501.495
office28_660_246_aout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,246.0,a,2260.67
office28_660_246_aout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,246.0,a,1038.2816666666668
office28_660_246_aout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,660.0,246.0,a,1655.4766666666667
office28_660_246_aout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,660.0,246.0,a,2994.88
office28_660_246_bout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,246.0,b,3487.411666666667
office28_660_246_bout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,246.0,b,3430.366666666667
office28_660_246_bout_C,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,1,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,246.0,b,760.8033333333333
office28_660_246_bout_D,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,1,2.97,4.76,270.0,0,9.5,6.0,660.0,246.0,b,1362.6716666666666
office28_660_246_bout_E,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,1,9.5,6.0,660.0,246.0,b,3207.755
office28_660_82_aout_A,office28,1.265,3.82,0.0,1,2.93,2.84,90.0,0,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,82.0,a,1300.43
office28_660_82_aout_B,office28,1.265,3.82,0.0,0,2.93,2.84,90.0,1,4.38,2.84,90.0,0,4.42,4.76,270.0,0,2.97,4.76,270.0,0,9.5,6.0,660.0,82.0,a,2742.9366666666665
