,office,1_x,1_y,1_angle,1_patient,2_x,2_y,2_angle,2_patient,3_x,3_y,3_angle,3_patient,4_x,4_y,4_angle,4_patient,5_x,5_y,5_angle,5_patient,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office7_360_246_aout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,360.0,246.0,a,714.1766666666666
office7_360_246_aout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,360.0,246.0,a,1383.7516666666668
office7_360_246_aout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,360.0,246.0,a,2016.27
office7_360_246_bout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,360.0,246.0,b,2181.068333333333
office7_360_246_bout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,360.0,246.0,b,2694.88
office7_360_246_bout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,360.0,246.0,b,746.0833333333334
office7_360_246_bout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,360.0,246.0,b,528.9416666666667
office7_360_246_bout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,360.0,246.0,b,2763.8766666666666
office7_360_82_aout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,360.0,82.0,a,3465.095
office7_360_82_aout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,360.0,82.0,a,2431.1033333333335
office7_360_82_aout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,360.0,82.0,a,749.1533333333333
office7_360_82_aout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,360.0,82.0,a,802.7316666666667
office7_360_82_aout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,360.0,82.0,a,2528.8716666666664
office7_360_82_bout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,360.0,82.0,b,2687.09
office7_360_82_bout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,360.0,82.0,b,1239.2666666666667
office7_360_82_bout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,360.0,82.0,b,552.0533333333333
office7_360_82_bout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,360.0,82.0,b,945.8833333333333
office7_360_82_bout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,360.0,82.0,b,2745.4466666666667
office7_660_0_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,0.0,off,2601.153333333333
office7_660_0_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,0.0,off,1714.1616666666666
office7_660_0_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,0.0,off,680.715
office7_660_0_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,660.0,0.0,off,974.515
office7_660_0_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,660.0,0.0,off,2339.7
office7_660_164_aout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,164.0,a,2110.8566666666666
office7_660_164_aout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,164.0,a,2616.6033333333335
office7_660_164_aout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,164.0,a,443.97333333333336
office7_660_164_aout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,660.0,164.0,a,1155.0383333333334
office7_660_164_aout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,660.0,164.0,a,2272.6133333333332
office7_660_164_bout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,164.0,b,2336.133333333333
office7_660_164_bout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,164.0,b,2325.195
office7_660_164_bout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,164.0,b,1003.1883333333334
office7_660_164_bout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,660.0,164.0,b,1027.9833333333333
office7_660_164_bout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,660.0,164.0,b,2827.7683333333334
office7_660_246_aout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,246.0,a,1911.09
office7_660_246_aout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,246.0,a,1993.0616666666667
office7_660_246_aout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,246.0,a,1037.18
office7_660_246_aout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,660.0,246.0,a,1303.295
office7_660_246_aout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,660.0,246.0,a,1911.5716666666667
office7_660_246_bout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,246.0,b,2875.2566666666667
office7_660_246_bout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,246.0,b,2582.93
office7_660_246_bout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,246.0,b,1104.31
office7_660_246_bout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,660.0,246.0,b,1823.0666666666666
office7_660_246_bout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,660.0,246.0,b,2563.21
office7_660_82_aout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,82.0,a,2652.4216666666666
office7_660_82_aout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,82.0,a,1620.86
office7_660_82_aout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,82.0,a,924.705
office7_660_82_aout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,660.0,82.0,a,778.5116666666667
office7_660_82_aout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,660.0,82.0,a,2142.365
office7_660_82_bout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,82.0,b,2375.2033333333334
office7_660_82_bout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,82.0,b,1535.1066666666666
office7_660_82_bout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,660.0,82.0,b,778.4166666666666
office7_660_82_bout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,660.0,82.0,b,1451.7766666666666
office7_660_82_bout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,660.0,82.0,b,2553.7766666666666
office7_960_0_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,0.0,off,2041.9566666666667
office7_960_0_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,0.0,off,1341.4516666666666
office7_960_0_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,0.0,off,1054.1583333333333
office7_960_0_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,960.0,0.0,off,1328.95
office7_960_0_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,960.0,0.0,off,2461.536666666667
office7_960_164_aout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,164.0,a,1739.505
office7_960_164_aout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,164.0,a,1006.995
office7_960_164_aout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,164.0,a,967.0033333333333
office7_960_164_aout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,960.0,164.0,a,1279.49
office7_960_164_aout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,960.0,164.0,a,1764.29
office7_960_164_bout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,164.0,b,1457.675
office7_960_164_bout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,164.0,b,1535.1466666666668
office7_960_164_bout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,164.0,b,930.6416666666667
office7_960_164_bout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,960.0,164.0,b,1527.1183333333333
office7_960_164_bout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,960.0,164.0,b,1769.965
office7_960_246_aout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,246.0,a,1394.4033333333334
office7_960_246_aout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,246.0,a,1632.3766666666668
office7_960_246_aout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,246.0,a,635.8616666666667
office7_960_246_aout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,960.0,246.0,a,1244.295
office7_960_246_aout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,960.0,246.0,a,1456.8133333333333
office7_960_246_bout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,246.0,b,1603.9
office7_960_246_bout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,246.0,b,1807.1316666666667
office7_960_246_bout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,246.0,b,1072.0166666666667
office7_960_246_bout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,960.0,246.0,b,1530.2266666666667
office7_960_246_bout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,960.0,246.0,b,2158.825
office7_960_82_aout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,82.0,a,1591.1666666666667
office7_960_82_aout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,82.0,a,1429.1733333333334
office7_960_82_aout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,82.0,a,642.7733333333333
office7_960_82_aout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,960.0,82.0,a,1616.3566666666666
office7_960_82_aout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,960.0,82.0,a,2290.4483333333333
office7_960_82_bout_A,office7,1.266,2.29,0.0,1,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,82.0,b,1643.4166666666667
office7_960_82_bout_B,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,1,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,82.0,b,1700.435
office7_960_82_bout_C,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,1,4.21,1.141,90.0,0,2.76,1.141,90.0,0,9.0,4.0,960.0,82.0,b,922.0633333333334
office7_960_82_bout_D,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,1,2.76,1.141,90.0,0,9.0,4.0,960.0,82.0,b,1690.3
office7_960_82_bout_E,office7,1.266,2.29,0.0,0,3.14,3.059,270.0,0,4.59,3.059,270.0,0,4.21,1.141,90.0,0,2.76,1.141,90.0,1,9.0,4.0,960.0,82.0,b,2269.9966666666664
office8_0_0_A,office8,0.56,3.016,90.0,1,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,0.0,off,1950.3416666666667
office8_0_0_B,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,1,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,0.0,off,1753.2716666666668
office8_0_0_C,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,1,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,0.0,off,2576.665
office8_0_0_D,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,1,3.84,0.984,270.0,0,9.0,4.0,0.0,0.0,off,2397.0066666666667
office8_0_0_E,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,1,9.0,4.0,0.0,0.0,off,1496.57
office8_0_164_aout_A,office8,0.56,3.016,90.0,1,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,164.0,a,1796.9916666666666
office8_0_164_aout_B,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,1,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,164.0,a,1804.1033333333332
office8_0_164_aout_C,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,1,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,164.0,a,2403.181666666667
office8_0_164_aout_D,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,1,3.84,0.984,270.0,0,9.0,4.0,0.0,164.0,a,2221.575
office8_0_164_aout_E,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,1,9.0,4.0,0.0,164.0,a,1392.9983333333332
office8_0_164_bout_A,office8,0.56,3.016,90.0,1,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,164.0,b,2223.3866666666668
office8_0_164_bout_B,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,1,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,164.0,b,1455.9733333333334
office8_0_164_bout_C,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,1,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,164.0,b,2338.7483333333334
office8_0_164_bout_D,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,1,3.84,0.984,270.0,0,9.0,4.0,0.0,164.0,b,2176.135
office8_0_164_bout_E,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,1,9.0,4.0,0.0,164.0,b,1634.1816666666666
office8_0_246_aout_A,office8,0.56,3.016,90.0,1,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,246.0,a,1485.27
office8_0_246_aout_B,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,1,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,246.0,a,2443.116666666667
office8_0_246_aout_C,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,1,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,246.0,a,1285.62
office8_0_246_aout_D,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,1,3.84,0.984,270.0,0,9.0,4.0,0.0,246.0,a,1903.785
office8_0_246_aout_E,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,1,9.0,4.0,0.0,246.0,a,1678.3933333333334
office8_0_246_bout_A,office8,0.56,3.016,90.0,1,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,246.0,b,2085.7166666666667
office8_0_246_bout_B,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,1,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,246.0,b,1832.2666666666667
office8_0_246_bout_C,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,1,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,246.0,b,1981.5416666666667
office8_0_246_bout_D,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,1,3.84,0.984,270.0,0,9.0,4.0,0.0,246.0,b,1441.355
office8_0_246_bout_E,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,1,9.0,4.0,0.0,246.0,b,1978.3783333333333
office8_0_82_aout_A,office8,0.56,3.016,90.0,1,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,82.0,a,1947.9716666666666
office8_0_82_aout_B,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,1,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,82.0,a,1511.8616666666667
office8_0_82_aout_C,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,1,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,82.0,a,2153.286666666667
office8_0_82_aout_D,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,1,3.84,0.984,270.0,0,9.0,4.0,0.0,82.0,a,2469.7816666666668
office8_0_82_aout_E,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,1,9.0,4.0,0.0,82.0,a,1761.3183333333334
office8_0_82_bout_A,office8,0.56,3.016,90.0,1,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,82.0,b,1939.045
office8_0_82_bout_B,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,1,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,82.0,b,1563.2083333333333
office8_0_82_bout_C,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,1,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,0.0,82.0,b,1947.4466666666667
office8_0_82_bout_D,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,1,3.84,0.984,270.0,0,9.0,4.0,0.0,82.0,b,2176.5866666666666
office8_0_82_bout_E,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,1,9.0,4.0,0.0,82.0,b,2284.62
office8_360_0_A,office8,0.56,3.016,90.0,1,2.01,3.016,90.0,0,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,360.0,0.0,off,1652.895
office8_360_0_B,office8,0.56,3.016,90.0,0,2.01,3.016,90.0,1,0.94,0.984,270.0,0,2.39,0.984,270.0,0,3.84,0.984,270.0,0,9.0,4.0,360.0,0.0,off,1824.2266666666667
