,office,1_x,1_y,1_angle,2_x,2_y,2_angle,3_x,3_y,3_angle,4_x,4_y,4_angle,5_x,5_y,5_angle,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office20_660_0,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,660.0,0.0,off,2278.195333333333
office20_660_164_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,660.0,164.0,a,2089.141666666667
office20_660_164_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,660.0,164.0,b,2360.097666666667
office20_660_246_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,660.0,246.0,a,2504.955
office20_660_246_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,660.0,246.0,b,2154.4010000000003
office20_660_82_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,660.0,82.0,a,2406.025
office20_660_82_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,660.0,82.0,b,1907.371666666667
office20_960_0,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,960.0,0.0,off,2282.082
office20_960_164_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,960.0,164.0,a,1974.146333333333
office20_960_164_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,960.0,164.0,b,2127.2893333333336
office20_960_246_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,960.0,246.0,a,2182.0243333333333
office20_960_246_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,960.0,246.0,b,2023.701
office20_960_82_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,960.0,82.0,a,2365.438666666666
office20_960_82_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,960.0,82.0,b,2240.2656666666667
office21_0_0,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,0.0,0.0,off,1255.4633333333336
office21_0_164_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,0.0,164.0,a,1442.1253333333332
office21_0_164_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,0.0,164.0,b,1358.6756666666668
office21_0_246_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,0.0,246.0,a,2209.398
office21_0_246_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,0.0,246.0,b,1724.679
office21_0_82_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,0.0,82.0,a,1315.9393333333333
office21_0_82_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,0.0,82.0,b,1643.621
office21_360_0,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,360.0,0.0,off,1234.2486666666666
office21_360_164_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,360.0,164.0,a,1794.429666666667
office21_360_164_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,360.0,164.0,b,2616.6520000000005
office21_360_246_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,360.0,246.0,a,2050.1960000000004
office21_360_246_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,360.0,246.0,b,2823.931
office21_360_82_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,360.0,82.0,a,1429.8803333333335
office21_360_82_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,360.0,82.0,b,2411.012333333333
office21_660_0,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,660.0,0.0,off,2358.5660000000003
office21_660_164_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,660.0,164.0,a,2278.0213333333336
office21_660_164_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,660.0,164.0,b,2450.6276666666668
office21_660_246_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,660.0,246.0,a,2566.8009999999995
office21_660_246_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,660.0,246.0,b,2113.549
office21_660_82_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,660.0,82.0,a,2173.6016666666665
office21_660_82_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,660.0,82.0,b,2447.565
office21_960_0,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,960.0,0.0,off,2189.673
office21_960_164_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,960.0,164.0,a,2334.429666666667
office21_960_164_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,960.0,164.0,b,2273.697333333333
office21_960_246_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,960.0,246.0,a,1863.9283333333333
office21_960_246_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,960.0,246.0,b,2454.768666666667
office21_960_82_aout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,960.0,82.0,a,2364.848
office21_960_82_bout,office21,4.06,3.016,90.0,6.06,3.016,90.0,8.06,3.016,90.0,6.06,1.266,90.0,8.06,1.266,90.0,9.0,5.0,960.0,82.0,b,2270.411
office22_0_0,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,0.0,0.0,off,2145.9146666666666
office22_0_164_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,0.0,164.0,a,2240.8393333333333
office22_0_164_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,0.0,164.0,b,2469.313333333333
office22_0_246_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,0.0,246.0,a,2182.3216666666667
office22_0_246_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,0.0,246.0,b,2993.548
office22_0_82_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,0.0,82.0,a,2759.123333333333
office22_0_82_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,0.0,82.0,b,2930.8843333333334
office22_360_0,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,360.0,0.0,off,725.2786666666667
office22_360_164_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,360.0,164.0,a,1099.2773333333332
office22_360_164_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,360.0,164.0,b,1340.2106666666666
office22_360_246_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,360.0,246.0,a,1191.7816666666668
office22_360_246_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,360.0,246.0,b,1176.2833333333333
office22_360_82_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,360.0,82.0,a,1192.986
office22_360_82_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,360.0,82.0,b,711.591
office22_660_0,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,660.0,0.0,off,819.3566666666667
office22_660_164_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,660.0,164.0,a,1041.6756666666668
office22_660_164_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,660.0,164.0,b,1302.378
office22_660_246_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,660.0,246.0,a,1071.583
office22_660_246_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,660.0,246.0,b,1202.6903333333332
office22_660_82_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,660.0,82.0,a,809.5306666666667
office22_660_82_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,660.0,82.0,b,1134.7363333333335
office22_960_0,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,960.0,0.0,off,879.68
office22_960_164_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,960.0,164.0,a,939.172
office22_960_164_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,960.0,164.0,b,986.6843333333336
office22_960_246_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,960.0,246.0,a,1024.7816666666668
office22_960_246_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,960.0,246.0,b,1356.3909999999998
office22_960_82_aout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,960.0,82.0,a,808.5063333333333
office22_960_82_bout,office22,3.57,4.235,270.0,5.02,4.235,270.0,2.73,2.315,90.0,4.18,2.315,90.0,5.63,2.315,90.0,8.5,6.5,960.0,82.0,b,948.7396666666668
office23_0_0,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,0.0,0.0,off,2275.674666666667
office23_0_164_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,0.0,164.0,a,3258.453666666667
office23_0_164_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,0.0,164.0,b,3480.7336666666665
office23_0_246_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,0.0,246.0,a,3074.565333333333
office23_0_246_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,0.0,246.0,b,3210.0093333333334
office23_0_82_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,0.0,82.0,a,2262.528
office23_0_82_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,0.0,82.0,b,2537.481
office23_360_0,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,360.0,0.0,off,1432.936333333333
office23_360_164_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,360.0,164.0,a,1049.3913333333333
office23_360_164_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,360.0,164.0,b,1139.3183333333334
office23_360_246_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,360.0,246.0,a,1361.4956666666665
office23_360_246_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,360.0,246.0,b,1202.1106666666665
office23_360_82_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,360.0,82.0,a,978.192
office23_360_82_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,360.0,82.0,b,1141.4123333333332
office23_660_0,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,660.0,0.0,off,1050.8043333333335
office23_660_164_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,660.0,164.0,a,947.5306666666664
office23_660_164_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,660.0,164.0,b,970.8943333333336
office23_660_246_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,660.0,246.0,a,1283.914
office23_660_246_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,660.0,246.0,b,1176.5913333333335
office23_660_82_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,660.0,82.0,a,967.6886666666668
office23_660_82_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,660.0,82.0,b,927.1226666666666
office23_960_0,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,960.0,0.0,off,1105.159666666667
office23_960_164_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,960.0,164.0,a,1303.5
office23_960_164_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,960.0,164.0,b,1084.1543333333334
office23_960_246_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,960.0,246.0,a,1160.6446666666666
office23_960_246_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,960.0,246.0,b,1052.756
office23_960_82_aout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,960.0,82.0,a,1205.8803333333333
office23_960_82_bout,office23,4.23,1.265,90.0,5.935,2.93,180.0,5.935,4.38,180.0,2.565,2.97,0.0,2.565,4.42,0.0,8.5,6.5,960.0,82.0,b,1044.0456666666666
office24_0_0,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,0.0,0.0,off,1056.5526666666667
office24_0_164_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,0.0,164.0,a,1125.9730000000002
office24_0_164_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,0.0,164.0,b,1441.72
office24_0_246_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,0.0,246.0,a,1284.9633333333334
office24_0_246_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,0.0,246.0,b,1360.3629999999998
office24_0_82_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,0.0,82.0,a,1216.704
office24_0_82_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,0.0,82.0,b,1462.6823333333334
office24_360_0,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,360.0,0.0,off,1046.9303333333337
office24_360_164_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,360.0,164.0,a,1112.7683333333334
office24_360_164_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,360.0,164.0,b,1074.309
office24_360_246_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,360.0,246.0,a,1169.8639999999998
office24_360_246_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,360.0,246.0,b,1150.1466666666668
office24_360_82_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,360.0,82.0,a,1175.627
office24_360_82_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,360.0,82.0,b,1202.8446666666666
office24_660_0,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,660.0,0.0,off,1424.2583333333334
office24_660_164_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,660.0,164.0,a,1297.320333333333
office24_660_164_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,660.0,164.0,b,1444.0103333333332
office24_660_246_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,660.0,246.0,a,1258.485
office24_660_246_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,660.0,246.0,b,1424.6176666666668
office24_660_82_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,660.0,82.0,a,1461.4643333333331
office24_660_82_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,660.0,82.0,b,1203.284666666667
office24_960_0,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,960.0,0.0,off,1191.724333333333
office24_960_164_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,960.0,164.0,a,1079.2546666666667
office24_960_164_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,960.0,164.0,b,1099.9759999999997
office24_960_246_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,960.0,246.0,a,880.3770000000001
office24_960_246_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,960.0,246.0,b,1448.74
office24_960_82_aout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,960.0,82.0,a,1466.702
office24_960_82_bout,office24,7.516,3.59,0.0,7.516,1.79,0.0,0.984,4.16,180.0,0.984,2.36,180.0,0.984,0.56,180.0,8.5,6.5,960.0,82.0,b,1178.82
office25_0_0,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,0.0,0.0,off,1930.093
office25_0_164_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,0.0,164.0,a,2011.9970000000003
office25_0_164_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,0.0,164.0,b,1889.259
office25_0_246_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,0.0,246.0,a,1825.1716666666664
office25_0_246_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,0.0,246.0,b,2005.7896666666668
office25_0_82_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,0.0,82.0,a,1507.7356666666665
office25_0_82_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,0.0,82.0,b,1694.5443333333333
office25_360_0,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,360.0,0.0,off,1019.194
office25_360_164_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,360.0,164.0,a,864.0719999999999
office25_360_164_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,360.0,164.0,b,855.083
office25_360_246_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,360.0,246.0,a,835.217
office25_360_246_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,360.0,246.0,b,890.61
office25_360_82_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,360.0,82.0,a,840.7413333333334
office25_360_82_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,360.0,82.0,b,981.874
office25_660_0,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,660.0,0.0,off,759.2633333333333
